date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-04 21:20:00,1001.35,2.24,275.29,0.45,87.9,7.18,6.31,0.87,3.93,6.3,1263.62,1.81,4.01,263.5,0.0,0.0,0.0,0.0,0.0,11.8,419.6
2020-01-04 21:30:00,1001.59,2.21,275.25,0.42,87.9,7.17,6.3,0.87,3.92,6.29,1264.06,1.91,4.01,260.4,0.0,0.0,0.0,0.0,0.0,11.74,419.9
2020-01-04 21:40:00,1001.8,2.22,275.24,0.42,87.8,7.17,6.3,0.87,3.92,6.29,1264.27,1.59,3.65,253.6,0.0,0.0,0.0,0.0,0.0,11.7,419.9
2020-01-04 21:50:00,1002.13,2.27,275.27,0.42,87.5,7.2,6.3,0.9,3.92,6.28,1264.46,1.77,3.73,269.5,0.0,0.0,0.0,0.0,0.0,11.67,419.9
2020-01-04 22:00:00,1002.3,2.22,275.2,0.37,87.5,7.17,6.28,0.9,3.9,6.26,1264.91,2.38,3.65,255.9,0.0,0.0,0.0,0.0,0.0,11.67,419.9
2020-01-04 22:10:00,1002.48,2.16,275.13,0.26,87.2,7.14,6.23,0.91,3.87,6.21,1265.45,2.45,4.13,261.1,0.0,0.0,0.0,0.0,0.0,11.67,419.9
2020-01-04 22:20:00,1002.51,2.1,275.06,0.14,86.8,7.11,6.17,0.94,3.84,6.16,1265.78,2.96,4.37,252.1,0.0,0.0,0.0,0.0,0.0,11.65,419.9
2020-01-04 22:30:00,1002.5,1.99,274.96,-0.04,86.3,7.05,6.09,0.97,3.79,6.07,1266.32,2.51,3.89,255.4,0.0,0.0,0.0,0.0,0.0,11.62,419.9
2020-01-04 22:40:00,1002.69,1.9,274.85,-0.18,86.0,7.01,6.03,0.98,3.75,6.01,1266.99,2.15,3.21,253.2,0.0,0.0,0.0,0.0,0.0,11.57,419.8
2020-01-04 22:50:00,1002.92,1.94,274.87,-0.4,84.4,7.03,5.93,1.1,3.69,5.92,1267.14,2.48,3.73,253.0,0.0,0.0,0.0,0.0,0.0,11.51,419.5
2020-01-04 23:00:00,1002.87,1.91,274.85,-0.43,84.4,7.01,5.92,1.09,3.68,5.9,1267.24,2.74,4.41,251.4,0.0,0.0,0.0,0.0,0.0,11.44,419.4
2020-01-04 23:10:00,1002.93,1.86,274.79,-0.54,84.0,6.99,5.87,1.12,3.65,5.85,1267.57,2.66,4.01,249.0,0.0,0.0,0.0,0.0,0.0,11.37,419.4
2020-01-04 23:20:00,1003.02,1.81,274.74,-0.64,83.7,6.96,5.83,1.14,3.62,5.81,1267.93,2.01,3.61,247.2,0.0,0.0,0.0,0.0,0.0,11.3,419.6
2020-01-04 23:30:00,1003.23,1.65,274.56,-0.57,85.1,6.88,5.86,1.03,3.64,5.84,1268.93,1.59,2.89,245.1,0.0,0.0,0.0,0.0,0.0,11.24,420.0
2020-01-04 23:40:00,1003.36,1.53,274.43,-0.59,85.7,6.82,5.85,0.98,3.63,5.83,1269.65,2.14,3.05,248.2,0.0,0.0,0.0,0.0,0.0,11.19,419.9
2020-01-04 23:50:00,1003.47,1.47,274.35,-0.64,85.8,6.79,5.83,0.96,3.62,5.81,1270.1,1.73,2.77,247.6,0.0,0.0,0.0,0.0,0.0,11.15,420.1
2020-01-05 00:00:00,1003.45,1.47,274.36,-0.71,85.3,6.8,5.8,1.0,3.6,5.78,1270.05,1.85,3.17,246.4,0.0,0.0,0.0,0.0,0.0,11.11,420.0
2020-01-05 00:10:00,1003.57,1.47,274.35,-0.83,84.6,6.79,5.75,1.05,3.57,5.73,1270.25,2.28,3.57,250.6,0.0,0.0,0.0,0.0,0.0,11.09,419.8
2020-01-05 00:20:00,1003.87,1.49,274.35,-0.91,84.0,6.8,5.72,1.09,3.55,5.69,1270.54,1.67,2.36,251.4,0.0,0.0,0.0,0.0,0.0,11.05,419.4
2020-01-05 00:30:00,1004.02,1.59,274.44,-1.02,82.7,6.86,5.67,1.19,3.52,5.65,1270.28,1.77,3.09,260.3,0.0,0.0,0.0,0.0,0.0,11.01,419.0
2020-01-05 00:40:00,1004.18,1.81,274.64,-1.15,80.6,6.96,5.61,1.35,3.48,5.59,1269.5,1.83,3.05,248.7,0.0,0.0,0.0,0.0,0.0,10.99,418.9
2020-01-05 00:50:00,1004.25,1.96,274.78,-1.13,79.9,7.04,5.62,1.41,3.49,5.6,1268.92,1.79,2.64,255.9,0.0,0.0,0.0,0.0,0.0,10.99,418.9
2020-01-05 01:00:00,1004.34,2.05,274.87,-1.21,78.9,7.08,5.59,1.49,3.47,5.57,1268.61,1.59,3.69,256.2,0.0,0.0,0.0,0.0,0.0,11.03,418.9
2020-01-05 01:10:00,1004.5,2.1,274.9,-1.13,79.1,7.11,5.62,1.49,3.49,5.6,1268.59,1.16,2.12,258.1,0.0,0.0,0.0,0.0,0.0,11.1,418.9
2020-01-05 01:20:00,1004.64,2.03,274.83,-1.04,80.0,7.07,5.66,1.41,3.51,5.63,1269.05,1.62,2.48,250.8,0.0,0.0,0.0,0.0,0.0,11.2,419.2
2020-01-05 01:30:00,1004.7,2.01,274.8,-1.03,80.2,7.06,5.67,1.4,3.51,5.64,1269.22,2.17,3.17,252.2,0.0,0.0,0.0,0.0,0.0,11.32,419.3
2020-01-05 01:40:00,1004.92,2.01,274.79,-1.04,80.1,7.06,5.66,1.41,3.51,5.63,1269.49,2.43,3.33,255.0,0.0,0.0,0.0,0.0,0.0,11.45,419.3
2020-01-05 01:50:00,1004.98,2.01,274.78,-1.03,80.2,7.06,5.66,1.4,3.51,5.64,1269.58,2.58,3.41,255.3,0.0,0.0,0.0,0.0,0.0,11.57,419.3
2020-01-05 02:00:00,1005.09,2.07,274.83,-1.06,79.7,7.09,5.65,1.44,3.51,5.62,1269.47,2.29,3.93,253.3,0.0,0.0,0.0,0.0,0.0,11.67,419.6
2020-01-05 02:10:00,1004.98,1.99,274.76,-0.96,80.7,7.05,5.69,1.36,3.53,5.66,1269.65,2.82,3.63,251.0,0.0,0.0,0.0,0.0,0.0,11.75,419.7
2020-01-05 02:20:00,1005.21,1.95,274.71,-0.91,81.2,7.04,5.71,1.32,3.54,5.68,1270.1,3.02,3.93,251.4,0.0,0.0,0.0,0.0,0.0,11.8,419.8
2020-01-05 02:30:00,1005.39,2.02,274.75,-0.94,80.7,7.07,5.7,1.36,3.54,5.67,1270.06,3.01,4.29,253.9,0.0,0.0,0.0,0.0,0.0,11.84,419.7
2020-01-05 02:40:00,1005.51,2.13,274.85,-1.0,79.7,7.12,5.68,1.45,3.52,5.65,1269.71,2.51,3.93,256.6,0.0,0.0,0.0,0.0,0.0,11.87,419.7
2020-01-05 02:50:00,1005.49,2.16,274.89,-1.06,79.2,7.14,5.65,1.48,3.5,5.62,1269.56,2.61,3.73,250.7,0.0,0.0,0.0,0.0,0.0,11.89,419.7
2020-01-05 03:00:00,1005.65,2.14,274.86,-1.11,79.0,7.13,5.63,1.5,3.49,5.6,1269.85,2.35,3.49,251.4,0.0,0.0,0.0,0.0,0.0,11.92,419.7
2020-01-05 03:10:00,1005.74,2.14,274.85,-1.01,79.6,7.13,5.67,1.45,3.52,5.64,1269.95,2.71,4.21,255.5,0.0,0.0,0.0,0.0,0.0,11.95,419.7
2020-01-05 03:20:00,1005.83,2.14,274.84,-0.99,79.7,7.13,5.68,1.45,3.52,5.65,1270.05,2.73,3.81,253.5,0.0,0.0,0.0,0.0,0.0,11.99,419.7
2020-01-05 03:30:00,1005.95,2.14,274.84,-1.0,79.6,7.13,5.68,1.45,3.52,5.64,1270.19,2.63,3.99,253.7,0.0,0.0,0.0,0.0,0.0,12.03,419.7
2020-01-05 03:40:00,1006.01,2.17,274.85,-1.05,79.2,7.14,5.66,1.49,3.5,5.62,1270.17,2.81,3.89,254.9,0.0,0.0,0.0,0.0,0.0,12.05,419.5
2020-01-05 03:50:00,1006.14,2.15,274.82,-1.13,78.8,7.13,5.62,1.51,3.48,5.59,1270.44,2.86,4.01,257.3,0.0,0.0,0.0,0.0,0.0,12.08,419.3
2020-01-05 04:00:00,1006.21,2.17,274.85,-1.19,78.3,7.15,5.6,1.55,3.47,5.56,1270.41,2.17,3.0,256.8,0.0,0.0,0.0,0.0,0.0,12.08,419.3
2020-01-05 04:10:00,1006.2,2.2,274.87,-1.24,77.9,7.16,5.58,1.58,3.45,5.54,1270.3,1.84,2.98,261.3,0.0,0.0,0.0,0.0,0.0,12.09,419.2
2020-01-05 04:20:00,1006.29,2.16,274.83,-1.24,78.1,7.14,5.58,1.56,3.45,5.54,1270.59,1.4,2.4,250.0,0.0,0.0,0.0,0.0,0.0,12.1,419.6
2020-01-05 04:30:00,1006.38,2.1,274.76,-1.2,78.7,7.11,5.59,1.51,3.46,5.56,1270.97,1.85,4.01,256.0,0.0,0.0,0.0,0.0,0.0,12.13,419.7
2020-01-05 04:40:00,1006.47,2.08,274.73,-1.18,78.9,7.1,5.6,1.5,3.47,5.56,1271.18,2.0,3.08,258.7,0.0,0.0,0.0,0.0,0.0,12.18,420.0
2020-01-05 04:50:00,1006.47,2.07,274.72,-1.16,79.1,7.09,5.61,1.48,3.48,5.58,1271.21,2.0,3.13,250.9,0.0,0.0,0.0,0.0,0.0,12.23,420.1
2020-01-05 05:00:00,1006.5,2.02,274.67,-1.17,79.3,7.07,5.61,1.46,3.47,5.57,1271.49,1.54,3.47,252.4,0.0,0.0,0.0,0.0,0.0,12.27,420.0
2020-01-05 05:10:00,1006.54,2.05,274.7,-1.24,78.7,7.09,5.58,1.51,3.45,5.54,1271.39,1.65,2.64,259.9,0.0,0.0,0.0,0.0,0.0,12.31,419.7
2020-01-05 05:20:00,1006.7,2.07,274.71,-1.28,78.4,7.09,5.56,1.53,3.44,5.52,1271.52,1.33,2.78,271.5,0.0,0.0,0.0,0.0,0.0,12.34,419.8
2020-01-05 05:30:00,1006.73,2.09,274.72,-1.28,78.3,7.1,5.56,1.54,3.44,5.53,1271.47,1.4,2.98,274.6,0.0,0.0,0.0,0.0,0.0,12.38,420.0
2020-01-05 05:40:00,1006.75,2.06,274.69,-1.3,78.3,7.09,5.55,1.54,3.44,5.51,1271.63,1.32,2.68,260.6,0.0,0.0,0.0,0.0,0.0,12.42,420.1
2020-01-05 05:50:00,1006.85,2.02,274.64,-1.43,77.8,7.07,5.5,1.57,3.4,5.46,1271.97,1.5,2.64,248.4,0.0,0.0,0.0,0.0,0.0,12.45,420.0
2020-01-05 06:00:00,1006.95,2.1,274.72,-1.62,76.3,7.11,5.42,1.68,3.36,5.39,1271.77,1.77,2.72,252.3,0.0,0.0,0.0,0.0,0.0,12.49,419.6
2020-01-05 06:10:00,1007.03,2.15,274.76,-1.76,75.2,7.14,5.37,1.77,3.32,5.33,1271.65,1.65,2.72,256.3,0.0,0.0,0.0,0.0,0.0,12.53,419.3
2020-01-05 06:20:00,1006.97,2.18,274.79,-1.81,74.8,7.15,5.35,1.8,3.31,5.31,1271.46,2.15,2.76,247.2,0.0,0.0,0.0,0.0,0.0,12.56,419.3
2020-01-05 06:30:00,1007.04,2.17,274.78,-1.77,75.1,7.14,5.36,1.78,3.32,5.33,1271.6,2.17,3.0,250.8,0.0,0.0,0.0,0.0,0.0,12.58,419.5
2020-01-05 06:40:00,1007.04,2.15,274.76,-1.85,74.7,7.14,5.33,1.81,3.3,5.29,1271.68,1.46,2.24,248.9,0.0,0.0,0.0,0.0,0.0,12.6,419.6
2020-01-05 06:50:00,1007.08,2.19,274.8,-2.12,73.0,7.16,5.22,1.93,3.23,5.19,1271.61,1.65,2.48,256.8,0.0,0.0,0.0,0.0,0.0,12.6,419.3
2020-01-05 07:00:00,1007.18,2.28,274.87,-2.32,71.5,7.2,5.15,2.05,3.19,5.11,1271.38,1.57,2.92,250.1,0.0,0.0,0.0,0.0,0.0,12.63,419.2
2020-01-05 07:10:00,1007.21,2.27,274.86,-2.22,72.1,7.2,5.19,2.01,3.21,5.15,1271.43,1.61,2.6,249.3,0.0,0.0,0.0,0.0,0.0,12.65,419.3
2020-01-05 07:20:00,1007.29,2.26,274.85,-2.39,71.2,7.19,5.12,2.07,3.17,5.08,1271.59,1.28,2.28,262.5,0.0,0.0,0.0,0.0,0.0,12.69,419.2
2020-01-05 07:30:00,1007.33,2.29,274.87,-2.5,70.5,7.2,5.08,2.13,3.14,5.04,1271.56,1.31,1.8,248.3,0.0,0.0,0.0,0.0,0.0,12.72,419.3
2020-01-05 07:40:00,1007.4,2.31,274.89,-2.65,69.6,7.22,5.02,2.19,3.11,4.99,1271.56,1.2,2.04,253.0,0.0,0.0,0.0,0.0,0.0,12.77,419.0
2020-01-05 07:50:00,1007.39,2.28,274.86,-2.61,69.94,7.2,5.04,2.17,3.12,5.0,1271.67,1.49,2.12,255.5,0.0,0.0,0.0,0.0,0.0,12.82,418.9
2020-01-05 08:00:00,1007.47,2.33,274.9,-2.62,69.69,7.23,5.04,2.19,3.11,5.0,1271.56,1.28,1.92,256.1,0.0,0.0,0.0,0.0,1.35,12.87,419.0
2020-01-05 08:10:00,1007.64,2.29,274.85,-2.38,71.1,7.21,5.12,2.08,3.17,5.09,1271.9,1.01,1.52,248.2,0.0,0.0,0.2,1.93,3.09,12.93,419.3
2020-01-05 08:20:00,1007.83,2.25,274.79,-2.43,71.1,7.18,5.11,2.08,3.16,5.07,1272.37,1.21,1.8,256.5,0.0,0.0,1.41,4.44,6.95,12.99,419.3
2020-01-05 08:30:00,1007.98,2.29,274.83,-2.59,70.0,7.21,5.05,2.16,3.12,5.01,1272.36,1.44,2.44,254.9,0.0,0.0,3.22,9.85,12.16,13.05,419.2
2020-01-05 08:40:00,1008.14,2.32,274.84,-2.69,69.33,7.22,5.01,2.21,3.09,4.97,1272.46,1.3,1.96,256.8,0.0,0.0,5.84,16.99,22.97,13.11,419.0
2020-01-05 08:50:00,1008.21,2.27,274.78,-2.6,70.1,7.19,5.04,2.15,3.12,5.0,1272.78,1.61,2.24,250.0,0.0,0.0,11.67,27.61,29.54,13.16,419.2
2020-01-05 09:00:00,1008.42,2.25,274.75,-2.63,70.0,7.19,5.03,2.16,3.11,4.99,1273.12,1.75,2.4,251.8,0.0,0.0,12.88,30.69,36.29,13.21,419.2
2020-01-05 09:10:00,1008.49,2.32,274.81,-2.81,68.74,7.22,4.96,2.26,3.07,4.92,1272.92,1.55,2.36,247.1,0.0,0.0,19.92,43.63,50.19,13.25,418.8
2020-01-05 09:20:00,1008.58,2.35,274.84,-2.92,68.01,7.24,4.92,2.32,3.04,4.88,1272.91,1.88,2.72,249.8,0.0,0.0,23.74,51.35,55.02,13.29,418.4
2020-01-05 09:30:00,1008.67,2.43,274.91,-2.88,67.84,7.28,4.94,2.34,3.05,4.9,1272.65,1.59,2.6,245.5,0.0,0.0,30.18,65.83,80.69,13.31,418.4
2020-01-05 09:40:00,1008.71,2.41,274.89,-2.76,68.55,7.27,4.98,2.29,3.08,4.94,1272.79,1.4,1.96,238.8,0.0,0.0,44.67,97.1,103.67,13.33,418.4
2020-01-05 09:50:00,1008.78,2.31,274.78,-2.29,71.5,7.21,5.16,2.06,3.19,5.11,1273.27,1.09,1.84,199.5,0.0,0.0,57.95,127.03,162.16,13.35,421.7
2020-01-05 10:00:00,1008.79,1.93,274.4,-1.16,79.9,7.02,5.61,1.41,3.47,5.56,1274.81,0.8,1.46,157.1,0.0,0.0,76.66,158.49,167.18,13.4,430.4
2020-01-05 10:10:00,1008.84,1.79,274.26,-1.02,81.5,6.95,5.67,1.29,3.5,5.62,1275.47,0.96,1.72,143.0,0.0,0.0,72.84,153.09,165.83,13.47,431.5
2020-01-05 10:20:00,1008.92,1.9,274.36,-1.02,80.9,7.01,5.67,1.34,3.5,5.62,1275.07,0.55,1.52,196.3,0.0,0.0,90.14,183.78,197.68,13.57,430.5
2020-01-05 10:30:00,1008.95,2.01,274.47,-0.98,80.5,7.06,5.69,1.38,3.51,5.63,1274.6,0.94,1.48,154.9,0.0,0.0,91.95,191.51,195.17,13.69,430.4
2020-01-05 10:40:00,1009.01,2.1,274.55,-0.98,80.0,7.11,5.69,1.42,3.51,5.63,1274.27,0.66,0.98,147.1,0.0,0.0,94.77,197.68,200.19,13.84,429.3
2020-01-05 10:50:00,1009.07,2.24,274.69,-0.99,79.1,7.18,5.68,1.5,3.51,5.63,1273.67,0.7,1.14,167.4,0.0,0.0,95.17,198.46,210.42,14.01,427.9
2020-01-05 11:00:00,1008.92,2.38,274.85,-1.11,77.6,7.26,5.63,1.63,3.48,5.58,1272.85,1.13,2.52,206.9,0.0,0.0,111.87,230.69,239.38,14.19,427.0
2020-01-05 11:10:00,1008.79,2.55,275.02,-1.56,74.2,7.34,5.45,1.89,3.36,5.4,1272.03,1.94,3.81,210.9,0.0,0.0,124.95,255.79,261.2,14.37,422.2
2020-01-05 11:20:00,1008.78,2.75,275.22,-1.89,71.4,7.45,5.32,2.13,3.28,5.27,1271.15,2.01,2.76,217.8,0.0,0.0,127.16,260.04,270.27,14.53,418.3
2020-01-05 11:30:00,1008.69,2.86,275.33,-1.73,71.7,7.5,5.38,2.12,3.32,5.33,1270.51,2.15,3.89,207.9,0.0,0.0,145.27,294.21,401.16,14.68,419.9
2020-01-05 11:40:00,1008.61,3.01,275.49,-1.5,72.1,7.59,5.47,2.12,3.38,5.42,1269.65,1.64,3.61,201.0,0.0,0.0,134.21,275.1,290.15,14.79,420.2
2020-01-05 11:50:00,1008.67,3.13,275.61,-1.01,74.1,7.65,5.67,1.98,3.5,5.62,1269.07,1.58,2.94,178.0,0.0,0.0,123.14,254.44,273.36,14.88,423.2
2020-01-05 12:00:00,1008.61,3.12,275.61,-2.01,68.9,7.65,5.27,2.38,3.26,5.22,1269.22,2.57,3.97,202.6,0.0,0.0,131.99,271.24,292.08,14.98,418.0
2020-01-05 12:10:00,1008.55,3.16,275.64,-2.06,68.49,7.66,5.25,2.42,3.24,5.21,1269.02,2.27,3.12,212.0,0.0,0.0,151.71,309.07,326.06,15.08,416.6
2020-01-05 12:20:00,1008.41,3.31,275.8,-1.91,68.51,7.75,5.31,2.44,3.28,5.26,1268.12,1.98,2.96,212.1,0.0,0.0,196.38,396.52,667.57,15.16,416.6
2020-01-05 12:30:00,1008.34,3.5,276.0,-1.88,67.7,7.85,5.32,2.54,3.29,5.27,1267.14,2.39,3.49,209.8,0.0,0.0,171.43,346.52,674.52,15.24,417.0
2020-01-05 12:40:00,1008.21,3.39,275.9,-1.99,67.72,7.79,5.28,2.52,3.26,5.23,1267.5,2.64,4.09,207.5,0.0,0.0,137.83,283.4,295.56,15.32,416.5
2020-01-05 12:50:00,1008.17,3.39,275.9,-1.95,67.92,7.79,5.29,2.5,3.27,5.25,1267.45,1.95,2.68,219.4,0.0,0.0,123.74,255.79,284.17,15.4,416.0
2020-01-05 13:00:00,1008.16,3.47,275.99,-1.86,67.99,7.84,5.33,2.51,3.29,5.29,1267.05,2.04,3.0,210.6,0.0,0.0,114.69,238.03,245.75,15.46,416.3
2020-01-05 13:10:00,1007.98,3.45,275.98,-1.95,67.63,7.83,5.29,2.53,3.27,5.25,1266.93,3.14,4.21,212.0,0.0,0.0,114.69,237.45,243.44,15.5,415.9
2020-01-05 13:20:00,1007.88,3.47,276.01,-1.96,67.5,7.84,5.29,2.55,3.27,5.25,1266.72,2.87,4.21,209.1,0.0,0.0,116.7,240.73,256.18,15.54,415.6
2020-01-05 13:30:00,1007.71,3.53,276.08,-1.91,67.41,7.87,5.31,2.57,3.28,5.27,1266.22,3.06,4.09,212.4,0.0,0.0,129.38,265.83,298.26,15.54,415.2
2020-01-05 13:40:00,1007.54,3.61,276.17,-1.75,67.89,7.91,5.37,2.54,3.32,5.33,1265.62,2.74,4.05,213.7,0.0,0.0,137.02,283.01,482.82,15.53,415.3
2020-01-05 13:50:00,1007.44,3.81,276.38,-1.69,67.22,8.03,5.4,2.63,3.34,5.36,1264.57,2.57,3.49,206.8,0.0,0.0,184.51,375.1,486.29,15.5,415.4
2020-01-05 14:00:00,1007.43,4.07,276.65,-1.65,66.15,8.18,5.41,2.77,3.35,5.37,1263.33,2.6,3.53,208.4,0.0,0.0,191.75,386.87,447.3,15.5,415.6
2020-01-05 14:10:00,1007.5,4.17,276.74,-1.62,65.84,8.23,5.42,2.81,3.35,5.38,1262.98,2.86,4.25,200.5,0.0,0.0,242.25,465.44,488.03,15.57,415.3
2020-01-05 14:20:00,1007.42,4.37,276.94,-1.56,65.22,8.35,5.45,2.9,3.37,5.41,1261.97,2.69,4.45,206.3,0.0,0.0,184.91,365.25,426.83,15.72,415.6
2020-01-05 14:30:00,1007.33,4.29,276.87,-1.53,65.75,8.3,5.46,2.84,3.38,5.42,1262.2,2.73,4.13,213.5,0.0,0.0,160.16,320.27,333.78,15.96,415.0
2020-01-05 14:40:00,1007.31,4.28,276.86,-1.47,66.06,8.3,5.48,2.82,3.39,5.44,1262.22,2.43,3.75,208.5,0.0,0.0,152.31,298.84,307.14,16.22,415.1
2020-01-05 14:50:00,1007.33,4.43,277.01,-1.4,65.68,8.39,5.51,2.88,3.41,5.47,1261.51,2.01,3.28,207.3,0.0,0.0,130.58,255.21,327.41,16.47,415.3
2020-01-05 15:00:00,1007.39,4.29,276.87,-1.38,66.46,8.31,5.52,2.79,3.42,5.48,1262.23,1.85,2.54,228.1,0.0,0.0,70.02,151.54,168.53,16.71,414.8
2020-01-05 15:10:00,1007.4,4.06,276.63,-1.34,67.79,8.17,5.54,2.63,3.43,5.5,1263.31,1.66,2.32,234.2,0.0,0.0,70.22,147.1,168.53,16.91,414.4
2020-01-05 15:20:00,1007.5,3.84,276.41,-1.39,68.53,8.05,5.51,2.53,3.41,5.47,1264.42,1.98,2.76,230.6,0.0,0.0,49.9,110.42,125.29,17.01,414.4
2020-01-05 15:30:00,1007.57,3.67,276.23,-1.35,69.6,7.95,5.53,2.42,3.42,5.49,1265.3,1.33,1.92,232.7,0.0,0.0,36.42,86.1,98.46,17.02,414.2
2020-01-05 15:40:00,1007.78,3.58,276.12,-1.3,70.3,7.9,5.55,2.35,3.43,5.51,1265.98,1.02,1.8,237.6,0.0,0.0,32.19,69.3,82.05,16.94,413.9
2020-01-05 15:50:00,1007.72,3.51,276.06,-1.21,71.1,7.86,5.59,2.27,3.46,5.55,1266.18,1.43,1.68,221.8,0.0,0.0,19.11,43.63,52.7,16.82,413.8
2020-01-05 16:00:00,1007.77,3.47,276.02,-1.2,71.4,7.84,5.6,2.24,3.46,5.55,1266.44,1.26,1.64,237.4,0.0,0.0,10.26,25.68,34.94,16.69,414.5
2020-01-05 16:10:00,1007.76,3.47,276.02,-1.1,71.9,7.84,5.63,2.2,3.48,5.59,1266.41,1.37,1.94,233.6,0.0,0.0,6.04,16.41,18.53,16.56,414.8
2020-01-05 16:20:00,1007.64,3.42,275.98,-0.96,72.9,7.81,5.69,2.12,3.52,5.65,1266.43,1.4,1.88,229.4,0.0,0.0,3.82,12.36,14.67,16.43,414.8
2020-01-05 16:30:00,1007.62,3.4,275.96,-0.83,73.7,7.8,5.75,2.05,3.56,5.7,1266.48,0.93,1.28,233.8,0.0,0.0,1.81,6.56,9.46,16.31,415.1
2020-01-05 16:40:00,1007.69,3.37,275.93,-0.73,74.4,7.78,5.79,1.99,3.58,5.75,1266.67,0.9,1.52,254.5,0.0,0.0,0.4,2.7,4.05,16.19,415.5
2020-01-05 16:50:00,1007.69,3.35,275.91,-0.69,74.7,7.77,5.81,1.97,3.59,5.76,1266.76,0.74,1.28,248.4,0.0,0.0,0.0,0.0,1.35,16.07,415.1
2020-01-05 17:00:00,1007.73,3.41,275.96,-0.58,75.0,7.8,5.85,1.95,3.62,5.81,1266.54,0.4,0.9,245.3,0.0,0.0,0.0,0.0,0.0,15.96,415.8
2020-01-05 17:10:00,1007.64,3.36,275.91,-0.56,75.4,7.77,5.86,1.91,3.63,5.82,1266.65,0.83,1.28,231.3,0.0,0.0,0.0,0.0,0.0,15.86,416.2
2020-01-05 17:20:00,1007.55,3.25,275.81,-0.52,76.2,7.71,5.88,1.84,3.64,5.83,1267.03,0.97,1.42,222.1,0.0,0.0,0.0,0.0,0.0,15.78,416.8
2020-01-05 17:30:00,1007.6,3.1,275.66,-0.44,77.5,7.63,5.92,1.72,3.66,5.87,1267.76,1.19,2.08,216.6,0.0,0.0,0.0,0.0,0.0,15.71,417.9
2020-01-05 17:40:00,1007.68,3.04,275.6,-0.37,78.2,7.6,5.95,1.66,3.68,5.9,1268.1,1.13,1.88,208.5,0.0,0.0,0.0,0.0,0.0,15.65,418.3
2020-01-05 17:50:00,1007.73,3.07,275.63,-0.48,77.4,7.62,5.9,1.72,3.65,5.85,1268.05,1.45,2.24,218.4,0.0,0.0,0.0,0.0,0.0,15.58,418.7
2020-01-05 18:00:00,1007.74,3.1,275.65,-0.45,77.4,7.63,5.91,1.73,3.65,5.86,1267.95,1.58,2.56,213.4,0.0,0.0,0.0,0.0,0.0,15.51,417.7
2020-01-05 18:10:00,1007.73,3.14,275.7,-0.36,77.7,7.66,5.95,1.71,3.68,5.91,1267.7,1.33,2.48,198.7,0.0,0.0,0.0,0.0,0.0,15.42,418.0
2020-01-05 18:20:00,1007.67,3.18,275.74,-0.25,78.1,7.68,6.0,1.68,3.71,5.95,1267.43,1.02,1.46,187.7,0.0,0.0,0.0,0.0,0.0,15.34,420.3
2020-01-05 18:30:00,1007.55,3.04,275.61,-0.28,78.7,7.6,5.98,1.62,3.7,5.94,1267.94,1.34,1.84,191.4,0.0,0.0,0.0,0.0,0.0,15.28,423.6
2020-01-05 18:40:00,1007.51,2.94,275.51,-0.22,79.6,7.55,6.01,1.54,3.72,5.96,1268.32,1.31,1.8,192.2,0.0,0.0,0.0,0.0,0.0,15.24,423.1
2020-01-05 18:50:00,1007.42,2.96,275.53,-0.09,80.3,7.56,6.07,1.49,3.76,6.02,1268.1,1.37,2.36,190.8,0.0,0.0,0.0,0.0,0.0,15.22,421.1
2020-01-05 19:00:00,1007.43,2.88,275.46,0.14,82.1,7.52,6.17,1.35,3.82,6.12,1268.43,1.77,2.8,215.9,0.0,0.0,0.0,0.0,0.0,15.2,419.6
2020-01-05 19:10:00,1007.43,2.87,275.45,0.26,82.9,7.51,6.23,1.28,3.85,6.18,1268.45,2.33,4.13,213.2,0.0,0.0,0.0,0.0,0.0,15.16,419.3
2020-01-05 19:20:00,1007.43,2.93,275.51,0.37,83.2,7.54,6.28,1.27,3.88,6.23,1268.15,2.21,3.16,208.1,0.0,0.0,0.0,0.0,0.0,15.1,420.7
2020-01-05 19:30:00,1007.43,2.97,275.55,0.33,82.7,7.57,6.26,1.31,3.87,6.21,1267.97,1.79,2.68,178.3,0.0,0.0,0.0,0.0,0.0,15.02,422.5
2020-01-05 19:40:00,1007.43,3.05,275.62,0.4,82.7,7.61,6.29,1.32,3.89,6.24,1267.6,1.54,3.45,170.3,0.0,0.0,0.0,0.0,0.0,14.93,422.0
2020-01-05 19:50:00,1007.37,3.07,275.65,0.39,82.5,7.62,6.29,1.33,3.89,6.24,1267.42,1.86,3.45,171.2,0.0,0.0,0.0,0.0,0.0,14.86,423.2
2020-01-05 20:00:00,1007.3,3.03,275.61,0.42,82.9,7.6,6.3,1.3,3.9,6.25,1267.52,2.13,3.16,175.6,0.0,0.0,0.0,0.0,0.0,14.8,423.5
2020-01-05 20:10:00,1007.28,2.95,275.54,0.46,83.6,7.55,6.31,1.24,3.91,6.27,1267.85,2.24,3.41,169.4,0.0,0.0,0.0,0.0,0.0,14.76,423.4
